id,author,thumbsup,text,# of replies,replies
UgzDdqLh--GNTMBLRfF4AaABAg,Richard Hawkins,1,"No matter how many times I listen to this I cannot believe it is live. I’m not saying Snarky Puppy are faking, they’re clearly just not human",0,[]
UgyPcb_BChl-gOd-11l4AaABAg,C4mashiye,0,I pry I get to this level of excellence 🙏😀😀,0,[]
UgzU6D1Wxp3a2ypbnrR4AaABAg,Sene bobo,0,How many drummers?,1,['3 and a half']
UgyF587oaDqkoUUQ03B4AaABAg,Ken Cru,0,so fly,0,[]
Ugx6F6oRb9PS1CYkVZ54AaABAg,Geoff Robson,0,@rickbeato - please listen and discuss!,0,[]
Ugx18oyqvB19dBVViGh4AaABAg,mark rawstar,0,This is a master piece damnnn,0,[]
UgynBv4cs9Heo9N352V4AaABAg,Nathan Mayer,0,One of these days we'll get a proper praise break from SP and it's gonna be amazing.,0,[]
UgwpwP5is2vKGV9zaoV4AaABAg,The Lincoln Penny,0,"I’ve argued for some time now, that Snarky Puppy should be used in the same sentence/breath when mentioning the greatest big bands ever……. Like Mel Lewis/Thad Jones, Count Basie, Sun Ra, Duke Ellington, Billy Eckstine, Liberation Music Orchestra, etc, etc, etc. This performance of “Trinity” is “evidence beyond any reasonable doubt “.",0,[]
UgzS3UkjsWFNgjyakWB4AaABAg,StereotypedMe,0,Wth is going on 😂 although i love the music but its just too many man… just make an orchestra out of snarky puppy  ..,0,[]
Ugxp-QYw7Z6JohfhiCN4AaABAg,sc pk,0,"guys, who's the arranger on this one?",2,"[""@horn he's a genius!"", 'mark lettieri, one of the guitarists']"
UgxcA0aZicMFDrgCHE94AaABAg,sc pk,0,"anyone here experienced being in the actual place of recording?
how does it feel with the headset on?",4,"['@Randy Simon wow! Such a nice experience - thanks for sharing', 'I was at this recording session.  The headphone mix was quite good.  You needed it because the guitars, bass, keyboards, and violin were all direct fed and made no sound in the room.   Without the phones, all you heard were horns, drums, and percussion.', '@gamzer wow, that is such an incredible experience - thanks for explaining 😃', 'I have been in the room, not for this one but for ""we like it here"". The headphones give you a pretty balanced level and raw mix but it\'s not what you are hearing here. This has been mixed a lot after the fact. But still it\'s pretty damn close in the room from what I remember. It\'s not like they are adding all sorts of sounds in post or anything just really getting everything to sit in the mix. I did find myself taking off my headphones to hear the live sound a few times too particularly to get a sense of the horns and drums in the room.']"
UgzFfXIA3eeFj1EJuO14AaABAg,sc pk,0,WHAT A LOVELY ARRANGEMENT!,0,[]
UgzhMXGztRHK0je7vQ14AaABAg,sc pk,0,SUCH SUCH SUCH A BEAUTIFUL MIX!!!! CONGRATS!!! WHOAAHHHH,0,[]
UgwOatnVVfd6rjEZT4B4AaABAg,The Mood Channel,0,Sending love and positivity to all whom may read this!,0,[]
Ugxd-Ff_8GihswlkPTx4AaABAg,Nicholas Ackam,0,Eiii 3 drummers in sync????? wooowww!!!!!!,0,[]
UgwhgQL5N2TaErFGHP94AaABAg,Rishi,0,The mix on this is absolutely freekin incredible 🔥,0,[]
Ugz0_nRA2r9-VYA7Agt4AaABAg,Jordan Barbee,0,This is just a idea: would it  cool if snarky puppy would do gospel,0,[]
UgytpuzCxqcMNkGvQAd4AaABAg,Dan Durham,0,"YO!  So not everybody in the room was on this vibe, but homeboys in the rythem section just about had some CHURCH start poppin off at the end.  Plus my man Shaun was feelin something, no denying it!  Lemme get that praise break snarky Puppy!!  Let's go!",0,[]
UgzVDx2GDVJOJnCFiJ54AaABAg,Josh James,0,What was that noise at 1:43?!,1,['B3 Organ ;)']
UgxBcYVb_s84YUSrLI54AaABAg,Melih Can Kızmaz,0,"i want to keep it simple, this is a fucking masterpiece.",0,[]
UgxbQg7wkgzla2vc4IF4AaABAg,Danial Safin,0,"This is how I would be jamming with my friends if im actually good at an instrument, or have friends.",0,[]
UgyRbRv7E5Duel3M1FF4AaABAg,RTM,0,"how is that this band doesn't sound like a mess. 15 drummers, 36 guitar players,  40  on bass Dat? 2400 on horns, what up with dat?0",0,[]
Ugwg_y-8lhOy2RaEGZ14AaABAg,Doug Miller,4,"Folks..  without a shadow of doubt,  this is the coolest  thing I have ever experienced.

Thank you for making your outstanding musicianship available to be experienced for free on YouTube. 

It's just. ... perfect.",0,[]
